,Player,matches,innings,No,Runs,HS,Average,BF,SR,100,50,4,6,season
77,"



Murali Vijay


",3,3,0,32,21,10.66,43,74.41,0,0,4,0,2020
78,"



Alex Carey


",3,3,1,32,14*,16.00,29,110.34,0,0,0,1,2020
79,"



Chris Jordan


",9,5,2,29,13,9.66,31,93.54,0,0,2,0,2020
80,"



Navdeep Saini


",13,3,2,27,12*,27.00,27,100.00,0,0,3,0,2020
81,"



Nathan Coulter-Nile


",7,2,1,25,24*,25.00,15,166.66,0,0,4,0,2020
82,"



Kamlesh Nagarkoti


",10,6,3,22,8*,7.33,31,70.96,0,0,1,0,2020
83,"



Tushar Deshpande


",5,2,1,21,20*,21.00,12,175.00,0,0,2,1,2020
84,"



Harshal Patel


",5,2,0,21,16,10.50,24,87.50,0,0,2,0,2020
85,"



Jimmy Neesham


",5,3,1,19,10*,9.50,18,105.55,0,0,0,1,2020
86,"



Tom Banton


",2,2,0,18,10,9.00,20,90.00,0,0,1,1,2020
87,"



Mohammed Siraj


",9,3,2,17,10*,17.00,14,121.42,0,0,2,0,2020
88,"



Karun Nair


",4,3,1,16,15*,8.00,14,114.28,0,0,2,0,2020
89,"



Prabhsimran Singh


",2,2,0,15,11,7.50,15,100.00,0,0,2,0,2020
90,"



Isuru Udana


",10,4,1,15,10*,5.00,11,136.36,0,0,1,1,2020
91,"



James Pattinson


",10,2,1,15,11,15.00,13,115.38,0,0,2,0,2020
92,"



Kuldeep Yadav


",5,2,1,13,12,13.00,21,61.90,0,0,1,0,2020
93,"



Imran Tahir


",3,1,1,13,13*,0.00,10,130.00,0,0,2,0,2020
94,"



Moeen Ali


",3,3,0,12,11,4.00,16,75.00,0,0,1,0,2020
95,"



Sandeep Sharma


",13,5,3,12,9,6.00,15,80.00,0,0,1,0,2020
96,"



Shardul Thakur


",9,2,1,12,11,12.00,21,57.14,0,0,0,0,2020
97,"



Mohammad Nabi


",1,1,1,11,11*,0.00,8,137.50,0,0,2,0,2020
98,"



Rinku Singh


",1,1,0,11,11,11.00,11,100.00,0,0,1,0,2020
99,"



Shivam Mavi


",8,3,1,10,9,5.00,14,71.42,0,0,1,0,2020
100,"



Varun Chakaravarthy


",13,3,1,10,7*,5.00,15,66.66,0,0,0,0,2020
101,"



Jaydev Unadkat


",7,1,0,9,9,9.00,13,69.23,0,0,0,0,2020
102,"



Ankit Rajpoot


",6,2,1,9,7*,9.00,10,90.00,0,0,0,1,2020
103,"



Dwayne Bravo


",6,2,0,7,7,3.50,6,116.66,0,0,0,0,2020
104,"



Shahbaz Nadeem


",7,2,1,7,5,7.00,8,87.50,0,0,1,0,2020
105,"



Pravin Dubey


",3,1,1,7,7*,0.00,13,53.84,0,0,0,0,2020
106,"



Anrich Nortje


",16,5,4,7,3*,7.00,6,116.66,0,0,0,0,2020
107,"



Deepak Chahar


",14,3,2,7,5*,7.00,12,58.33,0,0,0,0,2020
108,"



Ravi Bishnoi


",14,3,2,7,6*,7.00,12,58.33,0,0,1,0,2020
109,"



Andrew Tye


",1,1,0,6,6,6.00,6,100.00,0,0,0,1,2020
110,"



Jasprit Bumrah


",15,1,1,5,5*,0.00,3,166.66,0,0,0,0,2020
111,"



Kartik Tyagi


",10,3,2,4,2*,4.00,6,66.66,0,0,0,0,2020
112,"



Murugan Ashwin


",9,1,0,4,4,4.00,4,100.00,0,0,0,0,2020
113,"



Dhawal Kulkarni


",1,1,1,3,3*,0.00,2,150.00,0,0,0,0,2020
114,"



T Natarajan


",16,3,3,3,3*,0.00,5,60.00,0,0,0,0,2020
115,"



Prasidh Krishna


",6,2,2,2,2*,0.00,4,50.00,0,0,0,0,2020
116,"



Rahul Chahar


",15,1,1,2,2*,0.00,4,50.00,0,0,0,0,2020
117,"



Mohammad Shami


",14,3,2,2,2*,2.00,3,66.66,0,0,0,0,2020
118,"



Nikhil Naik


",1,1,0,1,1,1.00,3,33.33,0,0,0,0,2020
119,"



Mujeeb Ur Rahman


",2,1,0,1,1,1.00,3,33.33,0,0,0,0,2020
120,"



Dale Steyn


",3,1,1,1,1*,0.00,2,50.00,0,0,0,0,2020
121,"



Varun Aaron


",3,2,1,1,1,1.00,10,10.00,0,0,0,0,2020
122,"



Shahbaz Ahmed


",2,1,1,1,1*,0.00,1,100.00,0,0,0,0,2020
123,"



Yuzvendra Chahal


",15,2,1,1,1,1.00,3,33.33,0,0,0,0,2020
124,"



Mitchell Marsh


",1,1,0,0,0*,0.00,1,0.00,0,0,0,0,2020
125,"



Umesh Yadav


",2,1,0,0,0*,0.00,2,0.00,0,0,0,0,2020
126,"



Bhuvneshwar Kumar


",4,1,0,0,0*,0.00,2,0.00,0,0,0,0,2020
127,"



Sheldon Cottrell


",6,1,0,0,0*,0.00,2,0.00,0,0,0,0,2020
128,"



Khaleel Ahmed


",7,1,0,0,0*,0.00,2,0.00,0,0,0,0,2020
0,"



Ruturaj Gaikwad



",16,16,2,635,101*,45.35,466,136.26,1,4,64,23,2021
1,"



Faf du Plessis


",16,16,2,633,95*,45.21,458,138.20,0,6,60,23,2021
2,"



KL Rahul


",13,13,3,626,98*,62.60,451,138.80,0,6,48,30,2021
3,"



Shikhar Dhawan


",16,16,1,587,92,39.13,471,124.62,0,3,63,16,2021
4,"



Glenn Maxwell


",15,14,2,513,78,42.75,356,144.10,0,6,48,21,2021
5,"



Sanju Samson


",14,14,2,484,119,40.33,354,136.72,1,2,45,17,2021
6,"



Prithvi Shaw


",15,15,0,479,82,31.93,301,159.13,0,4,56,18,2021
7,"



Shubman Gill


",17,17,0,478,57,28.11,402,118.90,0,3,50,12,2021
8,"



Mayank Agarwal


",12,12,1,441,99*,40.09,314,140.44,0,4,42,18,2021
9,"



Rishabh Pant


",16,16,4,419,58*,34.91,326,128.52,0,3,42,10,2021
10,"



Devdutt Padikkal


",14,14,1,411,101*,31.61,328,125.30,1,1,44,14,2021
11,"



Virat Kohli


",15,15,1,405,72*,28.92,339,119.46,0,3,43,9,2021
12,"



Rahul Tripathi


",17,16,2,397,74*,28.35,283,140.28,0,2,41,11,2021
13,"



Nitish Rana


",17,16,3,383,80,29.46,314,121.97,0,2,34,17,2021
14,"



Rohit Sharma


",13,13,0,381,63,29.30,299,127.42,0,1,33,14,2021
15,"



Venkatesh Iyer


",10,10,1,370,67,41.11,288,128.47,0,4,37,14,2021
16,"



Moeen Ali


",15,15,1,357,58,25.50,260,137.30,0,1,31,19,2021
17,"



Suryakumar Yadav


",14,14,0,317,82,22.64,221,143.43,0,2,40,10,2021
18,"



AB de Villiers


",15,14,4,313,76*,31.30,211,148.34,0,2,23,16,2021
19,"



Quinton de Kock


",11,11,1,297,70*,29.70,256,116.01,0,2,29,7,2021
20,"



Manish Pandey


",8,8,2,292,69*,48.66,236,123.72,0,3,21,10,2021
21,"



Kane Williamson


",10,10,4,266,66*,44.33,235,113.19,0,2,29,2,2021
22,"



Ambati Rayudu


",16,13,4,257,72*,28.55,170,151.17,0,2,16,17,2021
23,"



Jos Buttler


",7,7,0,254,124,36.28,166,153.01,1,0,27,13,2021
24,"



Yashasvi Jaiswal


",10,10,0,249,50,24.90,168,148.21,0,1,32,10,2021
25,"



Jonny Bairstow


",7,7,1,248,63*,41.33,175,141.71,0,2,20,15,2021
26,"



Kieron Pollard


",14,13,5,245,87*,30.62,165,148.48,0,1,16,16,2021
27,"



Shimron Hetmyer


",14,13,6,242,53*,34.57,144,168.05,0,1,19,12,2021
28,"



Ishan Kishan


",10,10,1,241,84,26.77,180,133.88,0,2,21,10,2021
29,"



Shivam Dube


",9,9,1,230,64*,28.75,193,119.17,0,1,18,10,2021
30,"



Ravindra Jadeja


",16,12,9,227,62*,75.66,156,145.51,0,1,19,9,2021
31,"



Dinesh Karthik


",17,15,5,223,40,22.30,170,131.17,0,0,22,7,2021
32,"



David Warner


",8,8,0,195,57,24.37,181,107.73,0,2,15,6,2021
33,"



Chris Gayle


",10,10,1,193,46,21.44,154,125.32,0,0,21,8,2021
34,"



K.S Bharat


",8,7,2,191,78*,38.20,156,122.43,0,1,10,8,2021
35,"



Andre Russell


",10,9,2,183,54,26.14,120,152.50,0,1,14,14,2021
36,"



Shreyas Iyer


",8,8,3,175,47*,35.00,171,102.33,0,0,7,5,2021
37,"



Deepak Hooda


",12,11,1,160,64,16.00,123,130.08,0,1,9,9,2021
38,"



Suresh Raina


",12,11,2,160,54,17.77,128,125.00,0,1,13,9,2021
39,"



Rahul Tewatia


",14,11,1,155,44,15.50,147,105.44,0,0,11,6,2021
40,"



Shahrukh Khan


",11,10,3,153,47,21.85,114,134.21,0,0,9,10,2021
41,"



Steve Smith


",8,7,1,152,39,25.33,135,112.59,0,0,13,2,2021
42,"



Evin Lewis


",5,5,0,151,58,30.20,93,162.36,0,1,18,7,2021
43,"



Jason Roy


",5,5,0,150,60,30.00,121,123.96,0,1,21,1,2021
44,"



Aiden Markram


",6,6,1,146,42,29.20,119,122.68,0,0,12,4,2021
45,"



Krunal Pandya


",13,12,2,143,39,14.30,123,116.26,0,0,10,6,2021
46,"



Eoin Morgan


",17,16,4,133,47*,11.08,139,95.68,0,0,8,6,2021
47,"



Wriddhiman Saha


",9,9,0,131,44,14.55,140,93.57,0,0,7,5,2021
48,"



Hardik Pandya


",12,11,2,127,40*,14.11,112,113.39,0,0,11,5,2021
49,"



David Miller


",9,8,3,124,62,24.80,113,109.73,0,1,11,3,2021
50,"



Saurabh Tiwary


",5,4,2,115,50*,57.50,97,118.55,0,1,10,2,2021
51,"



Robin Uthappa


",4,4,0,115,63,28.75,84,136.90,0,1,8,5,2021
52,"



MS Dhoni


",16,11,4,114,18*,16.28,107,106.54,0,0,12,3,2021
53,"



Abdul Samad


",11,10,1,111,28,12.33,87,127.58,0,0,4,8,2021
54,"



Abhishek Sharma


",8,7,1,98,33,16.33,75,130.66,0,0,7,4,2021
55,"



Mahipal Lomror


",4,4,1,94,43,31.33,73,128.76,0,0,3,6,2021
56,"



Pat Cummins


",7,5,2,93,66*,31.00,56,166.07,0,1,5,8,2021
57,"



Riyan Parag


",11,10,2,93,25,11.62,83,112.04,0,0,6,4,2021
58,"



Marcus Stoinis


",10,7,3,89,27*,22.25,72,123.61,0,0,11,1,2021
59,"



Nicholas Pooran


",12,11,0,85,32,7.72,76,111.84,0,0,3,5,2021
60,"



Jason Holder


",8,7,1,85,47*,14.16,72,118.05,0,0,2,6,2021
61,"



Rashid Khan


",14,10,2,83,22,10.37,69,120.28,0,0,9,2,2021
62,"



Priyam Garg


",5,5,0,72,29,14.40,74,97.29,0,0,2,3,2021
63,"



Rajat Patidar


",4,4,0,71,31,17.75,62,114.51,0,0,3,3,2021
64,"



Lalit Yadav


",7,5,3,68,22*,34.00,73,93.15,0,0,7,0,2021
65,"



Chris Morris


",11,7,2,67,36*,13.40,49,136.73,0,0,2,5,2021
66,"



Kyle Jamieson


",9,7,3,65,16*,16.25,55,118.18,0,0,5,3,2021
67,"



Harpreet Brar


",7,5,5,64,25*,0.00,58,110.34,0,0,3,2,2021
68,"



Sunil Narine


",14,10,2,62,26,7.75,47,131.91,0,0,3,5,2021
69,"



Shahbaz Ahmed


",11,7,0,59,14,8.42,53,111.32,0,0,4,2,2021
70,"



Harshal Patel


",15,8,4,59,31,14.75,46,128.26,0,0,6,2,2021
71,"



Vijay Shankar


",7,5,0,58,28,11.60,52,111.53,0,0,1,3,2021
72,"



Sam Curran


",9,4,1,56,34,18.66,29,193.10,0,0,5,3,2021
73,"



Kedar Jadhav


",6,5,1,55,19,13.75,52,105.76,0,0,2,2,2021
74,"



Chris Lynn


",1,1,0,49,49,49.00,35,140.00,0,0,4,3,2021
75,"



Shakib Al Hasan


",8,6,1,47,26,9.40,48,97.91,0,0,3,1,2021
76,"



Dwayne Bravo


",11,3,2,47,23,47.00,18,261.11,0,0,3,4,2021
77,"



Ravichandran Ashwin


",13,5,2,44,20*,14.66,42,104.76,0,0,2,1,2021
78,"



Manan Vohra


",4,4,0,42,14,10.50,39,107.69,0,0,5,2,2021
79,"



Liam Livingstone


",5,5,0,42,25,8.40,41,102.43,0,0,3,1,2021
80,"



Jaydev Unadkat


",6,3,1,41,24,20.50,29,141.37,0,0,3,2,2021
81,"



Axar Patel


",12,6,1,40,12,8.00,46,86.95,0,0,2,1,2021
82,"



Jayant Yadav


",5,3,1,34,23,17.00,26,130.76,0,0,2,1,2021
83,"



Bhuvneshwar Kumar


",11,7,6,34,14*,34.00,30,113.33,0,0,3,0,2021
84,"



Mohammad Nabi


",3,3,0,34,17,11.33,20,170.00,0,0,3,2,2021
85,"



Chris Jordan


",4,2,0,32,30,16.00,21,152.38,0,0,1,3,2021
86,"



Washington Sundar


",6,4,0,31,10,7.75,47,65.95,0,0,2,0,2021
87,"



Moises Henriques


",5,4,2,31,14,15.50,32,96.87,0,0,0,1,2021
88,"



Dawid Malan


",1,1,0,26,26,26.00,26,100.00,0,0,1,1,2021
89,"



Glenn Phillips


",3,3,1,26,14*,13.00,33,78.78,0,0,1,2,2021
90,"



Ripal Patel


",2,2,1,25,18,25.00,27,92.59,0,0,3,0,2021
91,"



Shivam Mavi


",9,2,0,25,20,12.50,20,125.00,0,0,2,2,2021
92,"



Tom Curran


",3,2,1,21,21,21.00,17,123.52,0,0,2,0,2021
93,"



Mohammed Siraj


",15,4,3,20,12*,20.00,26,76.92,0,0,1,1,2021
94,"



Prabhsimran Singh


",2,2,0,19,12,9.50,23,82.60,0,0,1,1,2021
95,"



Nathan Ellis


",3,2,1,18,12,18.00,16,112.50,0,0,0,1,2021
96,"



Lockie Ferguson


",8,3,3,18,18*,0.00,11,163.63,0,0,1,1,2021
97,"



Anmolpreet Singh


",1,1,0,16,16,16.00,14,114.28,0,0,2,1,2021
98,"



Adam Milne


",4,3,1,16,15,8.00,17,94.11,0,0,0,1,2021
99,"



Chetan Sakariya


",14,6,1,16,7,3.20,25,64.00,0,0,2,0,2021
100,"



Jasprit Bumrah


",14,7,5,16,5*,8.00,17,94.11,0,0,2,0,2021
101,"



Jhye Richardson


",3,2,0,15,15,7.50,24,62.50,0,0,2,0,2021
102,"



Chris Woakes


",3,1,1,15,15*,0.00,11,136.36,0,0,2,0,2021
103,"



Murugan Ashwin


",3,2,0,15,9,7.50,24,62.50,0,0,1,0,2021
104,"



Virat Singh


",3,2,0,15,11,7.50,26,57.69,0,0,1,0,2021
105,"



Mandeep Singh


",1,1,0,15,15,15.00,14,107.14,0,0,2,0,2021
106,"



Jagadeesha Suchith


",2,1,1,14,14*,0.00,6,233.33,0,0,2,1,2021
107,"



Rahul Chahar


",11,5,0,14,8,2.80,15,93.33,0,0,1,0,2021
108,"



Dan Christian


",9,7,1,14,9,2.33,24,58.33,0,0,1,0,2021
109,"



Mohammad Shami


",14,4,3,13,9*,13.00,17,76.47,0,0,0,0,2021
110,"



Kagiso Rabada


",15,3,2,13,9*,13.00,6,216.66,0,0,2,0,2021
111,"



Yuzvendra Chahal


",15,2,2,10,8*,0.00,27,37.03,0,0,0,0,2021
112,"



Ajinkya Rahane


",2,1,0,8,8,8.00,8,100.00,0,0,1,0,2021
113,"



Sandeep Sharma


",7,2,1,8,8*,8.00,7,114.28,0,0,1,0,2021
114,"



Mustafizur Rahman


",14,5,5,8,8*,0.00,14,57.14,0,0,0,1,2021
115,"



Siddarth Kaul


",8,2,2,8,7*,0.00,8,100.00,0,0,1,0,2021
116,"



Sachin Baby


",1,1,0,7,7,7.00,17,41.17,0,0,0,0,2021
117,"



Shreyas Gopal


",3,2,1,7,7*,7.00,5,140.00,0,0,0,1,2021
118,"



Daniel Sams


",2,2,1,6,3*,6.00,6,100.00,0,0,0,0,2021
119,"



Fabian Allen


",4,3,2,6,6,6.00,12,50.00,0,0,0,0,2021
120,"



Avesh Khan


",16,1,1,5,5*,0.00,3,166.66,0,0,1,0,2021
121,"



Shardul Thakur


",16,4,2,5,3*,2.50,5,100.00,0,0,0,0,2021
122,"



Harbhajan Singh


",3,2,2,4,2*,0.00,4,100.00,0,0,0,0,2021
123,"



Nathan Coulter-Nile


",5,2,0,4,3,2.00,5,80.00,0,0,0,0,2021
124,"



Tim Southee


",3,1,0,3,3,3.00,5,60.00,0,0,0,0,2021
125,"



Navdeep Saini


",2,1,0,2,2,2.00,4,50.00,0,0,0,0,2021
126,"



Tabraiz Shamsi


",1,1,1,2,2*,0.00,4,50.00,0,0,0,0,2021
127,"



Kartik Tyagi


",4,2,1,2,1*,2.00,4,50.00,0,0,0,0,2021
128,"



Tim Seifert


",1,1,0,2,2,2.00,4,50.00,0,0,0,0,2021
